ID;CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;BF01_01;BF01_02;BF01_03;BF01_04;BF01_05;BF01_06;BF01_07;BF01_08;BF01_09;BF01_10;BF01_11;BF01_12;BF01_13;BF01_14;BF01_15;BF01_16;BF01_17;BF01_18;BF01_19;BF01_20;BF02_21;BF02_22;BF02_23;BF02_24;BF02_25;BF02_26;BF02_27;BF02_28;BF02_29;BF02_30;BF02_31;BF02_32;BF02_33;BF02_34;BF02_35;BF02_36;BF02_37;BF02_38;BF02_39;BF02_40;BF03_61;BF03_42;BF03_43;BF03_44;BF03_45;BF03_46;BF03_47;BF03_48;BF03_49;BF03_50;BF03_51;BF03_52;BF03_53;BF03_54;BF03_55;BF03_56;BF03_57;BF03_58;BF03_59;BF03_60;DP03_01;DP03_02;DP05_01;DP05_02;DP06_01;DP08_01;DP08_02;DP09_01;DP09_02;DP10_01;DP10_02;DP11_01;DP11_02;DP12_01;DP12_02;DP13_01;DP13_02;DP14_01;DP14_02;DP16_01;DP16_02;DP17_01;DP19_01;DP19_02;DP20_01;DP20_02;DP21_01;DP21_02;DP22_01;DP22_02;DP23_01;DP23_02;DP24_01;DP24_02;DP25_01;DP25_02;DP27_01;DP27_02;DP28_01;DP30_01;DP30_02;DP31_01;DP31_02;DP32_01;DP32_02;DP33_01;DP33_02;DP34_01;DP34_02;DP35_01;DP35_02;DP36_01;DP36_02;DP38_01;DP38_02;DP39_01;DP41_01;DP41_02;DP42_01;DP42_02;DP43_01;DP43_02;DP44_01;DP44_02;DP45_01;DP45_02;DP46_01;DP46_02;DP47_01;DP47_02;JS02_01;JS02_02;JS02_03;JS02_04;JS02_05;JS02_06;JS02_07;JS02_08;JS02_09;JS02_10;JS03_01;JS03_02;JS03_03;JS03_04;JS03_05;JS03_11;JS03_06;JS03_07;JS03_08;JS03_09;JS03_10;JS04_01;JS04_02;JS04_03;JS04_04;JS04_05;JS04_06;JS04_07;JS04_08;JS04_09;JS04_10;JS05_01;JS05_02;JS05_03;JS05_04;JS05_05;JS05_06;JS05_07;JS05_08;JS05_09;JS05_10;SD01_01;SD02;SD03_01;SD03_01a;SD04_01;IV01_01;T1;T2;T3;T4;IV02_01;ZZ01_01;ZZ02_01;DQ01_01;DQ01_02;SE01_01;SE01_02;SE01_03;SE01_04;SE01_05;SE01_06;PC01_01;PC01_02;PC01_03;PC01_04;P_CODE;EV01;EV01_01;TIME001;TIME002;TIME003;TIME004;TIME005;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME012;TIME013;TIME014;TIME015;TIME016;TIME017;TIME019;TIME021;TIME022;TIME024;TIME025;TIME026;TIME027;TIME028;TIME029;TIME030;TIME031;TIME032;TIME033;TIME034;TIME036;TIME037;TIME038;TIME039;TIME040;TIME041;TIME042;TIME043;TIME044;TIME045;TIME047;TIME049;TIME050;TIME051;TIME052;TIME053;TIME054;TIME055;TIME056;TIME057;TIME058;TIME059;TIME062;TIME063;TIME064;TIME065;TIME066;TIME067;TIME068;TIME069;TIME070;TIME071;TIME072;TIME073;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
184;523;;;base;interview;19/06/2018 20:57;4;5;4;5;5;2;5;6;4;6;1;1;3;1;1;6;6;2;4;6;3;4;6;3;6;1;3;5;1;1;2;3;3;6;6;2;6;2;1;6;2;1;2;1;1;6;1;2;3;6;1;6;6;3;1;6;1;2;4;5;4;4;7;2;0;1;1;0;0;0;1;0;1;1;1;0;0;0;0;7;10;1;2;0;2;2;0;1;0;0;1;1;0;2;0;0;10;2;0;0;2;1;0;0;1;0;0;0;0;1;1;0;0;10;10;0;2;2;0;0;0;1;0;0;0;1;0;3;1;4;4;5;4;1;6;6;4;2;5;4;6;6;5;2;5;5;5;3;6;6;5;4;2;3;6;3;3;5;3;5;3;6;4;6;6;5;6;2;4;5;3;20;1;VWL;1;2;4;;;;;StartR4-EndR4,StartR1-EndR1,StartR3-EndR3,StartR2-EndR2,Verl;3;4;5;5;3;5;6;5;6;4;M;W;B;11;MWB11;1;2;27;80;65;9;154;15;76;96;82;99;51;144;123;12;38;87;10;21;75;18;6;3;11;12;8;6;5;5;5;23;4;8;2;9;6;5;5;4;4;5;25;11;10;2;19;7;6;4;5;5;4;24;102;23;6;67;19;12;13;7;10;8;14;19;22;1772;;19/06/2018 21:28;1;0;73;73;0;0;0.98;8
185;525;;;base;interview;19/06/2018 21:08;4;5;3;4;4;4;5;5;3;5;3;2;2;3;3;3;5;5;6;6;3;5;5;5;4;5;1;1;4;2;2;2;2;5;4;4;4;3;5;5;2;5;2;2;5;2;4;2;5;4;5;4;4;3;2;5;4;2;2;5;4;1;7;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;10;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;10;2;3;3;3;1;3;2;3;3;3;4;3;4;3;4;3;10;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;3;4;3;3;4;4;4;2;3;3;3;3;5;4;3;2;3;5;4;5;4;3;3;5;2;3;3;5;5;5;6;3;3;4;2;2;4;4;19;2;Sozialpädagogik & Management;1;2;3;;;;;StartR3-EndR3,StartR1-EndR1,StartR4-EndR4,StartR2-EndR2,Verl;8;8;5;4;5;4;4;4;5;4;K;M;B;23;KMB23;1;2;8;6;60;4;130;10;59;69;87;50;54;108;115;12;65;53;6;;42;8;8;3;30;16;3;4;4;4;3;11;6;8;2;4;5;4;3;4;3;3;58;17;55;4;106;65;17;6;10;15;5;37;11;11;2;15;4;6;4;4;3;6;19;22;4;1523;;19/06/2018 21:35;1;0;73;73;0;0;1.22;25
186;527;;;base;interview;19/06/2018 22:00;4;5;4;6;5;2;4;2;2;5;4;4;5;1;2;5;5;2;5;6;3;5;2;4;6;2;5;2;4;2;5;4;1;5;6;4;5;2;1;6;2;4;6;5;2;5;4;2;6;6;2;6;6;3;2;6;4;5;2;6;-9;1;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5;5;4;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;3;5;5;5;6;5;5;5;5;5;5;5;29;2;;2;10;4;;;;;StartR4-EndR4,StartR2-EndR2,StartR1-EndR1,StartR3-EndR3,Verl;9;8;5;5;4;5;5;2;6;5;I;H;A;30;IHA30;1;2;2087;3614;21;2;86;4;34;33;44;37;40;77;83;6;87;24;7;136;11;5;4;2;3;3;2;3;4;5;3;16;6;10;2;4;4;3;3;3;4;4;15;5;4;1;4;3;4;6;4;3;2;36;12;21;2;49;8;6;7;5;14;6;19;20;35;1057;;19/06/2018 23:54;1;0;73;73;1;1;1.62;42
187;528;;;base;interview;19/06/2018 22:17;5;2;5;4;3;2;4;6;4;3;2;3;1;3;2;1;3;5;6;4;4;3;6;6;2;6;5;6;5;6;6;6;4;4;5;6;5;2;4;2;4;2;1;5;6;1;6;6;4;4;6;6;4;4;4;4;4;2;1;3;5;1;7;2;5;4;4;4;4;3;3;2;2;1;1;0;0;0;0;7;10;5;3;3;3;3;3;3;2;2;1;1;0;0;0;0;10;2;3;2;2;2;2;1;1;1;1;1;1;0;0;0;0;10;10;2;2;2;2;2;2;2;2;2;1;1;0;0;0;0;5;5;6;2;4;1;3;2;3;4;4;3;6;5;3;5;3;4;4;4;5;3;6;5;6;2;4;4;1;4;4;5;5;4;2;1;5;4;5;4;6;21;2;Ernährungswissenschaften;1;6;2;;;;;StartR2-EndR2,StartR3-EndR3,StartR1-EndR1,StartR4-EndR4,Verl;9;6;5;5;2;1;3;4;6;5;G;F;L;4;GFL04;1;2;7;24;58;4;58;7;36;43;31;39;21;50;59;6;20;34;16;32;20;17;11;1;16;7;4;4;4;4;5;31;15;15;3;41;12;6;7;4;5;9;51;9;11;3;22;6;6;4;4;5;4;20;10;6;1;7;4;6;4;3;4;3;14;16;39;1048;;19/06/2018 22:35;1;0;73;73;0;0;1.35;21
188;529;;;base;interview;19/06/2018 22:40;3;5;2;6;5;5;6;3;2;5;6;5;4;3;3;2;6;2;3;6;6;5;2;3;3;5;4;2;4;3;2;4;2;5;4;4;6;4;1;5;2;2;5;3;2;2;3;2;5;4;6;5;5;2;3;5;2;6;2;5;4;4;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;3;4;5;6;5;4;5;5;5;4;3;4;5;6;5;4;4;5;3;3;5;5;2;2;3;3;2;3;5;4;6;5;5;5;3;6;2;5;18;2;Rechtswissenschaften;1;2;1;;;;;StartR1-EndR1,StartR2-EndR2,StartR3-EndR3,StartR4-EndR4,Verl;3;10;4;4;3;3;5;2;4;1;A;N;W;12;12ANW;1;2;31;62;90;4;91;9;62;100;54;65;53;97;96;9;39;37;9;24;37;17;10;3;45;20;11;4;7;7;4;49;15;8;3;5;4;4;3;3;5;4;52;9;18;1;21;4;3;4;3;3;3;29;8;5;1;6;4;2;6;3;2;3;21;23;49;1483;;19/06/2018 23:05;1;0;73;73;0;0;1.32;24
189;530;;;base;interview;19/06/2018 22:57;4;4;2;3;2;6;5;6;4;3;3;1;2;1;2;4;3;3;6;4;4;2;6;5;3;5;4;4;5;5;3;2;4;4;3;6;4;1;5;6;5;6;2;3;5;2;5;6;4;2;5;1;3;2;4;3;4;3;5;2;2;2;7;2;0;4;;3;;3;;2;;2;;0;;0;;7;10;4;4;4;4;4;3;;3;2;0;0;0;;0;0;10;2;2;3;3;3;3;2;;1;1;1;1;0;0;0;0;10;10;4;3;3;3;3;2;2;1;1;0;0;0;0;0;0;4;5;5;1;6;6;4;4;6;6;6;6;6;4;5;5;6;6;5;6;6;2;2;2;2;1;2;2;4;3;2;2;4;3;1;2;4;6;3;3;3;40;1;;2;18;3;;;;;StartR3-EndR3,StartR4-EndR4,StartR2-EndR2,StartR1-EndR1,Verl;4;9;4;4;2;3;1;1;2;3;m;i;s;19;mis19;1;2;15;81;54;7;192;87;335;124;214;443;55;122;343;8;59;120;28;105;20;4;7;2;6;4;3;3;4;4;4;29;4;7;1;9;5;3;5;6;3;3;164;24;22;14;74;17;7;9;6;8;6;28;65;10;4;17;9;7;4;6;3;4;23;23;12;2551;;19/06/2018 23:49;1;0;73;73;5;5;1.09;17
191;534;;;base;interview;20/06/2018 2:05;1;5;1;6;5;6;6;2;3;4;4;6;4;6;2;1;2;6;6;2;1;4;4;6;5;6;6;1;6;6;6;4;6;6;2;5;4;1;4;2;6;6;1;5;6;1;1;3;6;2;6;3;6;4;4;6;1;6;5;6;-9;-9;7;2;3;5;3;6;3;7;3;5;3;6;3;5;3;4;3;7;10;5;5;5;3;3;2;3;1;3;1;3;0;2;0;0;10;2;;3;3;3;3;4;3;2;3;5;4;2;3;3;2;10;10;5;3;3;2;4;1;3;0;2;0;1;0;0;0;0;6;5;6;4;1;1;6;4;5;6;6;4;6;4;1;5;1;6;1;6;5;5;6;6;1;5;1;4;1;5;1;6;5;6;6;5;5;4;6;6;5;18;1;Informatik;1;2;4;;;;;StartR4-EndR4,StartR2-EndR2,StartR3-EndR3,StartR1-EndR1,Verl;7;7;5;5;6;5;6;6;6;6;N;A;B;25;NAB25;1;2;2;14;37;1;141;4;118;129;79;99;35;163;133;8;23;59;10;30;9;9;8;1;5;4;3;4;3;3;5;20;9;24;1;8;35;7;4;6;11;4;19;9;15;4;47;12;3;2;4;3;3;79;26;44;3;52;23;16;8;4;12;6;27;10;15;1714;;20/06/2018 2:33;1;0;73;73;2;2;1.32;29
192;537;;;base;interview;20/06/2018 8:48;2;5;6;5;5;1;4;3;2;5;2;2;6;1;2;5;6;1;6;4;5;3;3;2;5;1;3;5;4;4;3;5;1;5;6;1;5;1;4;5;4;2;6;3;2;5;6;2;6;6;2;6;5;3;1;5;6;4;2;5;4;1;7;2;5;5;5;4;4;3;3;2;2;1;1;0;0;0;0;7;10;5;5;5;4;4;3;3;2;2;1;1;0;0;0;0;10;2;4;4;4;3;3;2;2;1;1;0;0;1;1;1;1;10;10;1;4;4;3;4;3;5;2;5;1;5;0;5;0;5;5;5;6;6;4;2;4;4;6;6;6;6;6;6;6;5;6;5;6;6;6;6;6;6;6;6;5;4;5;6;6;6;6;6;6;6;6;6;6;6;6;20;2;Medizin;1;4;2;;;;;StartR2-EndR2,StartR1-EndR1,StartR3-EndR3,StartR4-EndR4,Verl;8;3;5;5;5;5;5;6;5;2;H;M;O;12;HMO12;1;2;4;4;110;5;101;7;59;63;72;50;39;154;102;6;20;35;24;;31;10;7;4;14;8;6;6;6;12;9;61;14;11;4;28;29;13;9;8;6;12;91;28;8;2;27;18;16;6;6;13;5;16;5;8;3;24;8;12;6;9;10;6;9;13;17;1529;;20/06/2018 9:14;1;0;73;73;0;0;1.02;16
193;538;;;base;interview;20/06/2018 9:00;4;4;3;4;3;4;3;1;2;4;2;4;2;2;3;3;3;1;6;4;3;3;5;4;3;3;3;4;4;4;3;2;2;5;3;3;4;1;3;4;4;5;2;3;5;3;2;1;4;3;3;3;5;3;3;3;4;4;3;2;4;1;7;2;3;4;4;3;3;2;2;1;1;0;0;0;0;0;0;7;10;3;3;3;3;3;2;2;1;1;1;1;0;0;0;0;10;2;3;4;4;3;3;2;2;1;1;0;0;0;0;0;0;10;10;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4;5;4;3;4;5;5;4;5;5;4;4;4;2;5;5;5;5;4;4;4;5;5;4;3;3;4;4;3;4;4;5;5;4;3;3;4;4;4;4;4;26;1;Psychologie;1;2;3;;;;;StartR3-EndR3,StartR1-EndR1,StartR2-EndR2,StartR4-EndR4,Verl;7;9;5;5;5;4;3;5;6;5;D;A;B;7;DAB07;1;2;8;52;20;3;80;6;42;52;42;42;26;90;64;6;41;31;5;;21;6;18;3;16;3;2;2;3;2;3;14;5;8;2;10;3;2;4;2;6;3;47;36;20;3;60;11;4;4;3;3;2;20;12;9;1;9;4;3;1;2;2;2;14;10;19;1049;;20/06/2018 9:18;1;0;73;73;0;0;1.73;42
194;540;;;base;interview;20/06/2018 9:01;6;1;4;4;5;5;4;3;2;5;6;5;6;4;4;2;2;4;3;4;6;4;1;4;5;6;6;3;4;5;1;2;1;5;4;3;2;3;5;2;6;5;6;5;6;2;4;2;6;4;6;3;5;2;5;6;6;6;4;5;4;4;7;2;4;3;3;2;3;2;2;0;4;0;4;0;3;0;2;7;10;4;0;4;0;3;0;3;1;2;1;1;0;0;0;0;10;2;2;0;5;0;5;0;5;0;4;0;4;0;3;0;1;10;10;1;1;1;0;2;0;2;0;2;0;1;0;1;0;0;5;5;5;4;6;3;4;6;5;4;3;3;5;1;5;5;4;4;4;3;5;5;6;3;5;2;4;4;4;2;2;4;3;4;5;5;6;3;3;4;3;19;2;Biologie;1;2;4;;;;;StartR4-EndR4,StartR1-EndR1,StartR3-EndR3,StartR2-EndR2,Verl;5;2;5;5;5;2;2;3;1;3;C;W;T;7;CWT07;1;2;5;58;119;11;127;11;82;100;88;82;48;117;108;7;42;85;72;19;45;17;12;3;74;38;33;35;40;15;17;46;9;13;4;59;20;30;18;25;10;9;83;9;15;10;65;39;17;17;14;16;13;93;20;33;6;137;25;49;35;36;23;11;22;23;46;2441;;20/06/2018 9:44;1;0;73;73;0;0;0.56;2
195;541;;;base;interview;20/06/2018 9:01;3;3;4;6;5;2;5;4;4;5;2;1;5;2;1;3;6;2;5;6;4;5;5;2;5;2;3;5;5;4;5;3;4;5;5;4;6;1;4;6;2;2;6;5;1;3;3;3;6;5;3;5;6;4;1;3;2;5;6;6;4;1;7;2;4;;7;0;6;0;5;0;4;0;4;0;3;0;2;7;10;4;0;5;0;5;0;4;0;4;0;3;0;3;0;2;10;2;2;;7;;6;0;5;0;5;0;4;0;3;0;3;10;10;4;;5;0;5;0;5;0;3;0;3;0;3;0;2;5;6;6;5;5;4;2;4;6;6;5;5;4;3;3;5;4;2;2;5;6;5;5;5;5;3;3;4;5;5;5;6;6;6;6;5;6;2;5;6;6;20;1;Mathematik;1;4;1;;;;;StartR1-EndR1,StartR4-EndR4,StartR2-EndR2,StartR3-EndR3,Verl;5;8;5;5;5;4;5;5;4;3;S;I;U;5;SIU05;1;2;13;73;112;6;168;8;77;124;70;93;52;194;225;5;216;56;7;;23;49;20;7;83;31;23;25;9;10;85;17;6;9;2;181;12;6;5;7;4;9;42;9;13;2;34;5;32;17;6;11;7;49;12;20;3;53;33;15;11;15;10;8;26;21;90;2236;;20/06/2018 9:46;1;0;73;73;2;2;0.74;4
196;542;;;base;interview;20/06/2018 9:02;6;3;2;6;4;4;6;1;2;2;5;2;5;2;1;5;4;1;4;6;6;3;1;4;4;3;5;4;6;6;3;3;1;5;4;6;4;3;1;6;4;4;6;3;3;3;3;2;6;6;6;5;5;3;3;6;2;5;3;5;4;1;7;2;5;5;5;4;4;3;3;2;2;1;1;0;0;0;0;7;10;3;5;5;4;4;3;3;2;2;1;1;0;0;0;0;10;2;4;2;2;1;1;2;2;1;1;1;1;0;0;0;0;10;10;1;1;1;0;0;2;2;2;2;1;1;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;6;6;5;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;24;2;Biologie und Philosophie auf Lehramt;1;4;4;;;;;StartR4-EndR4,StartR3-EndR3,StartR2-EndR2,StartR1-EndR1,Verl,Verl;9;2;5;5;2;5;6;2;1;1;A;T;B;12;ATB12;1;2;31;172;231;17;204;15;66;77;70;55;59;151;132;17;44;115;10;;18;9;12;6;10;10;12;8;10;9;7;30;9;36;4;21;14;16;13;15;11;8;57;20;53;5;73;41;37;19;18;10;10;245;18;33;12;140;55;66;26;21;14;16;44;46;116;2681;;20/06/2018 9:51;1;0;73;73;0;0;0.56;1
197;543;;;base;interview;20/06/2018 9:02;5;4;5;6;4;2;2;1;2;5;1;2;5;1;1;3;5;1;6;6;2;2;1;3;4;2;4;6;3;5;3;3;2;4;4;4;5;5;1;6;1;3;2;4;1;5;3;1;6;5;2;5;5;3;2;5;3;5;3;4;4;4;7;2;3;4;2;3;3;1;2;0;3;0;0;0;0;0;0;7;10;4;4;4;0;2;0;2;0;1;;;0;0;0;0;10;2;4;4;1;2;3;1;2;0;1;0;0;0;0;0;0;10;10;2;0;3;0;3;0;2;0;1;0;0;0;0;0;0;5;5;5;2;6;4;4;6;3;6;5;5;6;2;5;5;5;3;6;3;6;6;6;5;5;4;6;4;3;3;5;6;6;6;5;6;5;5;6;3;6;20;2;Rechtswissenschaften;1;4;2;;;;;StartR2-EndR2,StartR1-EndR1,StartR4-EndR4,StartR3-EndR3,Verl;10;7;5;5;2;4;6;2;2;3;E;G;G;22;EGG22;1;2;4;46;69;8;155;14;88;79;78;66;56;118;126;4;14;33;20;65;21;39;11;4;45;16;9;6;7;4;8;43;21;31;6;40;33;26;12;1;7;5;24;8;12;3;25;17;9;4;5;3;3;40;10;10;4;47;16;6;5;3;4;4;20;18;19;1757;;20/06/2018 9:32;1;0;73;73;1;1;0.98;11
198;544;;;base;interview;20/06/2018 9:05;2;5;5;4;5;2;5;3;1;5;2;2;1;4;2;5;5;2;3;4;2;5;5;2;5;1;4;5;4;2;5;5;2;5;5;1;6;2;2;6;1;2;2;4;2;5;4;3;4;5;1;6;5;4;1;5;4;2;3;4;4;1;7;2;3;3;3;3;3;2;2;1;1;0;0;0;0;0;0;7;10;3;4;4;3;3;2;2;1;1;1;1;0;0;0;0;10;2;1;3;3;2;2;2;2;1;1;0;0;0;0;0;0;10;10;3;3;3;2;2;1;1;1;1;0;0;0;0;0;0;4;4;3;2;5;2;2;4;5;5;3;4;3;2;5;5;3;4;3;4;5;4;4;2;3;1;2;3;3;4;3;4;3;3;3;4;4;2;4;3;4;21;2;Medizin;1;6.;1;;;;;StartR1-EndR1,StartR4-EndR4,StartR3-EndR3,StartR2-EndR2,Verl;4;9;3;4;3;4;5;5;2;3;I;D;H;27;IDH27;1;2;15;97;69;8;152;8;45;78;64;44;21;63;68;4;19;35;4;;27;13;21;3;39;13;12;10;5;6;10;9;7;6;1;11;4;5;6;9;4;7;31;9;7;1;9;6;4;5;3;4;5;29;12;7;1;24;5;11;4;4;5;4;15;14;24;1265;;20/06/2018 9:26;1;0;73;73;0;0;1.32;21
199;545;;;base;interview;20/06/2018 9:07;1;3;3;6;5;3;4;2;1;6;6;6;3;1;1;1;4;1;6;6;6;3;6;5;4;5;3;3;5;2;1;3;1;5;6;4;3;1;2;6;4;6;3;4;4;1;5;4;6;6;6;4;4;1;3;6;2;3;1;6;4;1;7;2;2;3;1;2;1;1;1;1;1;1;0;0;0;0;0;7;10;3;3;2;2;1;1;1;0;1;0;0;0;2;0;0;10;2;2;3;2;2;1;1;1;0;0;0;0;0;0;0;0;10;10;1;2;1;2;1;1;1;1;0;0;0;0;0;0;0;5;4;2;4;2;1;3;4;4;4;6;6;3;5;4;5;6;5;5;5;5;5;5;4;5;4;1;1;1;2;1;4;4;2;5;4;5;3;5;2;5;18;2;Rechtswissenschaften;1;2;3;;;;;StartR3-EndR3,StartR2-EndR2,StartR4-EndR4,StartR1-EndR1,Verl;8;7;5;5;4;5;4;4;1;2;A;P;K;27;APK27;1;2;21;84;68;7;96;10;69;77;63;72;32;91;91;9;33;59;12;;25;7;7;2;14;17;4;7;10;4;4;40;10;7;4;78;8;12;6;5;22;7;55;14;24;10;68;44;18;40;13;6;9;45;7;13;4;45;13;13;5;5;8;5;17;20;45;1706;;20/06/2018 9:36;1;0;73;73;0;0;0.85;4
200;546;;;base;interview;20/06/2018 9:07;4;3;4;5;4;2;3;4;2;5;6;2;3;1;2;2;6;6;2;5;6;5;5;4;3;6;5;2;5;6;5;3;2;3;4;5;4;2;3;6;4;6;3;4;2;2;4;3;4;5;2;4;6;5;2;6;5;5;5;6;4;1;7;2;4;5;5;4;4;3;3;2;2;1;1;0;0;0;0;7;10;5;3;3;3;3;2;2;1;1;0;0;0;0;0;0;10;2;1;4;4;3;3;2;2;1;1;0;0;0;0;0;0;10;10;4;3;3;2;2;2;2;2;2;2;2;0;0;0;0;5;6;3;3;3;4;4;2;3;5;4;5;6;2;5;5;4;2;2;3;3;3;3;1;5;3;5;2;3;2;4;6;6;5;3;4;5;3;4;2;1;20;2;Rechtswissenschaft;1;6;4;;;;;StartR4-EndR4,StartR2-EndR2,StartR3-EndR3,StartR1-EndR1,Verl;3;8;5;5;5;5;6;2;1;2;C;G;B;11;CGB11;1;2;4;18;33;3;741;9;50;269;116;119;29;108;227;10;54;81;7;;14;8;7;2;13;4;4;4;6;4;5;15;6;10;3;40;9;5;6;4;6;6;22;6;7;2;27;8;6;7;6;5;4;65;17;11;6;55;24;11;7;8;4;4;23;22;17;1803;;20/06/2018 9:48;1;0;73;73;0;0;1.12;13
201;547;;;base;interview;20/06/2018 9:10;3;3;1;6;3;6;4;1;3;2;5;4;3;3;3;5;3;1;5;4;6;2;2;5;3;6;5;3;4;6;3;2;4;4;3;2;4;1;2;4;6;3;5;4;5;3;5;2;4;3;5;2;4;1;4;6;5;5;3;4;4;1;7;2;5;7;2;4;2;4;2;4;2;4;2;0;0;0;0;7;10;5;2;3;3;2;2;3;2;3;0;0;0;0;0;0;10;2;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;10;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;4;3;2;2;2;4;5;4;4;3;3;2;5;4;4;2;1;2;4;3;4;5;6;2;2;2;1;1;2;6;6;6;5;6;5;3;1;2;3;19;2;Mathematik;1;4;3;;;;;StartR3-EndR3,StartR2-EndR2,StartR4-EndR4,StartR1-EndR1,Verl;9;9;4;5;3;4;3;2;1;2;K;T;R;31;KTR31;1;2;12;67;70;5;105;9;74;76;53;66;42;113;90;2994;22;36;9;;15;5;13;3;45;12;11;9;8;8;5;18;33;7;3;30;15;12;13;11;7;9;39;34;19;8;49;16;12;11;9;10;8;40;15;11;2;9;14;6;7;17;6;6;20;22;27;1566;;20/06/2018 10:26;1;0;73;73;0;0;0.86;5
202;548;;;base;interview;20/06/2018 9:12;3;4;3;5;3;3;4;2;2;2;3;4;4;4;2;5;5;4;5;6;4;5;5;5;4;3;5;5;6;5;4;2;4;5;4;3;4;2;4;6;3;4;3;4;4;4;5;2;4;4;3;4;5;4;5;4;3;5;5;4;4;1;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;;2;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;5;5;4;5;4;4;4;5;6;5;5;4;4;4;5;4;4;3;3;4;3;4;3;5;3;3;2;2;2;3;5;5;4;4;3;4;3;3;3;3;20;1;Biologie;1;6;1;;;;;StartR1-EndR1,StartR3-EndR3,StartR2-EndR2,StartR4-EndR4,Verl;9;4;4;4;4;3;5;4;2;5;S;M;N;8;SMN08;1;2;260;67;181;70;116;12;100;104;76;75;60;222;133;55;37;68;8;;29;13;17;9;46;17;18;11;10;11;14;28;24;9;23;27;15;9;14;13;14;19;58;14;11;4;30;13;27;14;17;39;11;34;7;22;5;13;9;15;11;9;10;19;27;46;93;2178;;20/06/2018 9:55;1;0;73;73;1;1;0.61;2
203;549;;;base;interview;20/06/2018 9:14;3;3;3;6;5;4;3;4;1;3;3;4;3;1;2;4;4;1;6;6;2;2;4;4;2;4;5;2;4;4;4;2;3;3;3;2;4;3;1;6;3;3;2;3;1;4;1;3;6;4;3;3;2;3;1;3;3;2;1;4;4;1;7;2;4;3;3;3;3;2;2;0;0;0;0;0;0;0;0;7;10;4;3;3;3;3;3;1;0;0;0;0;0;0;0;0;10;2;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;10;10;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4;5;5;3;4;3;3;3;3;5;5;4;4;3;4;5;4;5;3;4;6;6;6;6;4;4;5;4;3;4;6;6;6;6;5;5;6;6;4;6;6;21;1;Geographie;1;6;3;;;;;StartR3-EndR3,StartR2-EndR2,StartR1-EndR1,StartR4-EndR4,Verl;5;9;5;5;5;5;4;2;1;3;B;L;A;15;BLA15;1;2;55;86;88;5;105;11;58;90;42;54;48;113;109;10;37;40;8;;31;9;7;1;18;5;3;4;4;2;3;31;9;25;2;34;11;21;12;2;2;3;75;16;47;4;90;19;11;10;5;4;3;27;7;17;2;27;6;5;2;3;3;3;41;25;61;1711;;20/06/2018 9:42;1;0;73;73;0;0;1.15;17
